DISTRICT,BEDS,SCHOOL,INDEX,PRIMARY,ELEM,MIDDLE,HIGH
SC PUBLIC CHARTER DISTRICT,4701007,SOUTH CAROLINA CALVERT ACADEMY,58.40,,E,M,
SC PUBLIC CHARTER DISTRICT,4701008,ODYSSEY ONLINE LEARNING SCHOOL,58.45,,,,H
SC PUBLIC CHARTER DISTRICT,4701010,PALMETTO SCHOLARS ACADEMY,20.96,,,M,H
SC PUBLIC CHARTER DISTRICT,4701011,YORK PREPARATORY ACADEMY,40.33,,E,M,H
SC PUBLIC CHARTER DISTRICT,4701013,EAST POINT ACADEMY,42.49,,E,M,
SC PUBLIC CHARTER DISTRICT,4701014,SC WHITMORE SCHOOL,53.38,,,,H
SC PUBLIC CHARTER DISTRICT,4701015,ROYAL LIVE OAKS ACADEMY FOR THE ARTS AND SCIENCES CHARTER,75.08,,E,M,H
SC PUBLIC CHARTER DISTRICT,4701016,IMAGINE COLUMBIA LEADERSHIP ACADEMY CHARTER,96.09,,E,,
SC PUBLIC CHARTER DISTRICT,4701017,YOUTH LEADERSHIP ACADEMY CHARTER,24.82,,,M,
SC PUBLIC CHARTER DISTRICT,4701019,CAPE ROMAIN ENVIRONMENTAL EDUCATION CHARTER SCHOOL,39.88,,E,M,
SC PUBLIC CHARTER DISTRICT,4701020,FOX CREEK CHARTER HIGH,36.62,,,,H
SC PUBLIC CHARTER DISTRICT,4701021,MIDLANDS MIDDLE COLLEGE,57.04,,,,H
SC PUBLIC CHARTER DISTRICT,4701022,COASTAL LEADERSHIP ACADEMY,47.01,,,,H
SC PUBLIC CHARTER DISTRICT,4701023,LOWCOUNTRY LEADERSHIP CHARTER SCHOOL,42.55,,E,M,H
SC PUBLIC CHARTER DISTRICT,4701024,CYBER ACADEMY OF SOUTH CAROLINA,68.56,,E,M,H
SC PUBLIC CHARTER DISTRICT,4701026,GREEN CHARTER SCHOOL,24.55,,E,M,
SC PUBLIC CHARTER DISTRICT,4701027,BRIDGES PREPARATORY SCHOOL,38.80,,E,M,
SC PUBLIC CHARTER DISTRICT,4701028,SOUTH CAROLINA SCIENCE ACADEMY,72.73,,,M,H
SC PUBLIC CHARTER DISTRICT,4701029,"PEE DEE MATH, SCIENCE, AND TECHNOLOGY ACADEMY",75.48,,E,M,
SC PUBLIC CHARTER DISTRICT,4701030,QUEST LEADERSHIP ACADEMY,92.89,,E,,
SC PUBLIC CHARTER DISTRICT,4701031,GRAY COLLEGIATE ACADEMY,36.32,,,,H
SC PUBLIC CHARTER DISTRICT,4701033,RIVERWALK ACADEMY,42.94,,E,M,
SC PUBLIC CHARTER DISTRICT,4701034,HIGH POINT ACADEMY,44.60,,E,M,H
SC PUBLIC CHARTER DISTRICT,4701035,MIDLAND STEM INSTITUTE,66.67,,E,M,
SC PUBLIC CHARTER DISTRICT,4701036,LEAD ACADEMY,58.11,,E,M,
SC PUBLIC CHARTER DISTRICT,4701037,LOWCOUNTRY MONTESSORI SCHOOL,36.92,,E,M,H
SC PUBLIC CHARTER DISTRICT,4701039,NEXT HIGH,45.48,,,M,H
SC PUBLIC CHARTER DISTRICT,4701040,TALL PINES STEM ACADEMY,22.92,,E,,
SC PUBLIC CHARTER DISTRICT,4701041,OCEANSIDE COLLEGIATE ACADEMY,19.82,,,,H
SC PUBLIC CHARTER DISTRICT,4701042,FELTON LABORATORY CHARTER SCHOOL,67.47,,E,M,
SC PUBLIC CHARTER DISTRICT,4701043,GREENVILLE TECHNICAL CHARTER HIGH,25.65,,,,H
SC PUBLIC CHARTER SCHOOL DISTRICT,4701999,DISTRICT TOTAL,51.70,,,,
DEAF & BLIND SCHOOL,5207999,DISTRICT TOTAL,93.09,,,,
SC DEPARTMENT OF JUVENILE JUSTICE,5208001,WILLOW LANE SCHOOL,92.75,,,,H
DEPT OF JUVENILE JUSTICE,5208999,DISTRICT TOTAL,87.55,,,,
DEPT OF CORRECTIONS,5209999,DISTRICT TOTAL,81.18,,,,
GOVERNOR'S SCHOOLS,5364001,GOVERNOR'S SCHOOL FOR THE ARTS AND HUMANITIES,14.96,,,,H
GOVERNOR'S SCHOOL FOR THE ARTS AND H,5364999,DISTRICT TOTAL,14.96,,,,
GOVERNOR'S SCHOOLS,5395001,GOVERNOR'S SCHOOL FOR SCIENCE AND MATHEMATICS,8.27,,,,H
GOVERNOR'S SCHOOL FOR MATH AND SCIEN,5395999,DISTRICT TOTAL,8.27,,,,
STATEWIDE,9999999,DISTRICT TOTAL,60.19,,,,
